	영화리뷰	label
381	개봉 전부터 설렜는데, 역시나 한 번만 볼 순 없는 블랙 위도우 매력과 멋짐이 폭발해서 아직도 후유증ㅠㅜ 진짜..액션 너무 좋았어요 속이 후련- 하루 빨리 또 보고 싶어요	1
382	액션 흥미진진해서 재밌었음	1
383	솔직히 재미는 없었다 억지로 끼워맞춘 느낌	0
385	액션 인상깊었고 인물들이 매력 있다. 다른 마블 영화들만큼 재미 있진 않았다.	1
387	마블은 마블!!!!기다린 보람이 있네요 ㅠㅠ 너무 잘 봤어요^^	1
388	여하튼 마블영화라서 당연히 액션도 죽이지만 히어로물치고 감동도 꽤 높음	1
390	믿고보는마블ㅋㅋㅋㅋ	1
391	마블영화중 탑3 꿀잼입니다. 꼭보세요	1
392	나타샤의 블위는 끝났지만 ㅠㅠ 시빌워와 인피니트 워 사이에 있는 내용 그 사이에 있던  이야기를 너무 잘 풀어줬습니다	1
393	블랙 위도우를 좋아했어서 재미있게 봤습니다:)	1
395	사랑해 로마노프가지마….	1
396	지루함….킬링 포인트도 없고 솔직히 뭐가 재밌는지 모르겠다.	0
397	나타샤 로마노프의 행복을 위하여	1
399	마블 블랙위도우 탄생 배경 및 액션신이 좋아요	1
401	굉장히 재미있고 완전히 꿀잼	1
402	라그그긛개쌉노잼 퉤퉤	0
403	트레일러를 보고 어두운 내용을 기대했는데 생각보다 어둡지는 않았음 어두운 내용을 기대했다면 조금 실망할 수도? 그래도 재밌긴 재밌었음	1
405	엔드게임의 쓰레기같음을 조금이나마 중화해줌	1
407	월드타워롯시] 히어로물 중에선 재밌게 봤다. 영상미나 스토리도 좋고, 진행 속도도 좋다. 초능력이 없어서 어벤져스에서 존재감이 약했는데 이 한편으로 확실한 히어로 느낌이 난다. 블랙위도우의 어색한 가족들에 긴장감이 느껴졌지만 결말은 사뭇 감동 스럽기도 했다. 하지만 고전하다 악을 물리치는 뻔한 패턴에 추격전 하나 첨부된걸 보면 식상한 감도 있고 PC느낌도 났다.	1
408	1위라고 해서 기대했는데 실망이 큽니다.	0
410	솔직히 지겹네요...예전 그런 맛이 없음	0
411	요즘영화볼거없었ㄴ데진짜마블최고ㅠㅜㅜ	1
413	아들하고 너무 재밌게 봤어요나타샤 멋있어요 ㅎㅎ	1
415	나타샤 살려내~2, 3탄 보고 싶어요~	1
418	역시 액션은 마블이네요.	1
419	믿고 보는 마블이라 재밌긴 했는데 한가지 아쉬운 점은 그렇게 철통보완인 레드룸이 영화 후반부에서 생각보다 너무 쉽게 털림	1
420	마블 영화 맞나요? 너무 지루하네요  돈 아까와요토렌트 사이트 올라왔던데 일부러 극장에서 봤는데 후회 돼네요 극장 가실 생각이신분들 다운 받아 보세요 잼  없었요	0
421	스칼렛 요한슨이 캐리했고 동생도 너무 예쁘고 잘하고 연기로는 못깐다 전부.. 스토리도 너무나도 감동적이고 여운이 깊고 아직까지 블랙 위도우 세계에 있는 느낌이 드네용!	1
422	존잼 말이필요없음 믿고보는 마블	1
423	블랙위도우 최고	1
425	역시 마블은 믿고 볼 수 있다고 생각함	1
427	다른 어벤져스들을 볼때는 내가 어벤져스가 되고 싶었다면 블랙위도우를 볼때는 그냥 블랙위도우 따까리가 되고싶음... 내가 대신 희생해주고 싶고... 이렇겐 못 보내 나타샤~~~	1
428	마블이 마블했다.	1
430	다른 평점들은 세뇌 되었다 . 모두에게 자유를 부탁해~	0
432	진짜 잘 만들고 재밌는 영화♥?	1
433	평점이 9점대라서 기대하고 갔는데 돈 아까웠다. 무슨 디즈니 가족영화도 아니고 액션영화에 뜬금없는 가족의 사랑이야기가 나오더니 해체되었던(?) 가족의 상봉 이야기가 나오는 시점부터 이야기가 점점 안드로메다로 간다. 왜 주인공이 몸담았던 조직을 끝장내고 자 하는 결정을 했는지에 대한 개연성도 약하고... 액션은 그나마 괜찮았다만....마지막 장면을 보는데 '그 가족들은 그 후로 행복하게 살았답니다'라는 명문구가 왜 나오지 않는지 궁금할 지경이었다. 사람마다 영화에 대한 관점과 평이 다를 수 있음을 인정한다만....나는 별로세....이고 평점을 높게 주어 나 말고 다른 피해자를 양상하고픈 못된 심뽀가 잠간 생기긴했으나.... 그래도 나는 대인배니까... 추천 안함이다.  안보신 분이 있다면 참으시길... 물론 이건 어디까지나 나의 개인 생각.... 딴지는 반사...그런데 왜 감상포인트를 추천해야 글이 등록되지 이것도 못된	0
435	역시 마블 나타샤 너무 멋있음	1
436	액션물 좋아하시는 분들에게 정말 추천드립니다 거의 영화의 반은 액션인 것 같네요 블랙 위도우의 전체 스토리라기 보다는 짧고 굵게. 딱 이거인 것 같아요 뭔가 단편적인 느낌도 있었지만 꽤 집중해서 봤어요 재밌습니다	1
437	마블이 마블했다 다른 마블작에 비해 좀 아쉽지만 그렇다고 부족한건 아님	1
438	역시 스칼렛 요한슨.. 강인하고 사람냄새나는 매력이 좋타.	1
440	나타샤의 아름다움을 너무 늦게서야 알아버렸지만,그렇기에 더 아름다웠던 시간	1
441	진짜재밌다!	1
443	마블 영화 중 3손가락에 꼽을 정도로 재밌었다	1
444	엔드게임 나오기 전에 봣으면 더 좋았을거라는 생각이 드네요 오랜만에 재밌는 영화 봤습니다~	1
445	왜 이제 나왔나 싶을 정도로 잘 만든 영화. 예고편에 나온 설원의 헬리콥터씬이나 후반부 액션씬이나 전부 훌륭했어요. 완벽한 영화라고 하기엔 좀 그런 요소들이 있지만 마블 영화들 중에 재미있고 잘 만든 영화 탑5 정도에는 들지 않을까 싶습니다.	1
448	스칼렛요한슨 짱멋짐!기대백배! 사랑합니다	1
449	액션은 좋으나 스토리도 뭣같고 무엇보다 ㄹㅇ악당이랑 1대1맞짱이 없어서 그랫음	0
450	스토리 재밌게봤어요 따봉	1
451	역시 마블영화너무 재밌음	1
452	내 슈퍼히어로는 아이언맨이었는데 흔들린다 ,,	1
453	블랙위도우 용산 아이맥스로 본 것이 올해 가장 잘한 일인거 같아요정말 마지막 공중 액션씬 지렸습니다,,,짱짱	1
454	누가 블랙위도우 재미없대.. 이거 봐야 엔드게임 마무리하는거..ㅜ 마블팬들을 위한 영화임.. 마블치고 투머치한 설명장면이 있긴하지만 이정도는 애교로 바주겠어 마블..ㅜ 마블 그리워한 사람입장에선 만족 ㅠㅠ 시작5분 후부터 쿠키영상까지 눈물 주루룩흐름.. 블랙위도우 살려내..ㅜ	1
455	올만 스크린으로 영화를 !!넘 잼났어요히어로영환줄 알고 졸 준비했는데 내가 좋아하는 마블영화라니아들냄 고마워 버거킹햄벅도 고맙구  시원하게 피서하고 왔네요 추천! 별점5개	1
457	액션씬이 많아 좋았습니다.	1
458	엄마 동생과 같이 보러갔어요 엄청 재밌을거라고 생각 안하고 가벼운 마음으로 보러 갔습니다 영화 보는걸 정말 좋아하시는 어머니는 주무셨고 동생은 제 손바닥에 이렇게 적었습니다 (몇분남았어?드럽게 재미없다)	0
459	나의 영원한 히어로 나타샤 로마노프	1
460	지루해서 참고 보다가 결국 끝에 어케됬는지 몰겠음. 쿠키는 보고옴.	0
461	간만에 좋았어요가족의  소중함도 알게되는?	1
462	레드룸시절이 좀더나왔으면	1
463	마지막 하늘 액션신 정말 멋졌음. 나타샤가 죽은건 너무 슬프지만 다음편을 기대하게 하는 쿠키까지 완벽! 영상 스토리 액션 등 다 수준 높은 영화	1
464	여성주연들 너무 멋있고 액션도 시원해서 좋았음.	1
466	너무 재미있게 봤어요 ㅎㅎ	1
467	와 진짜 액션이 너무 시원시원해서 진짜 너무 재미있었음 리얼	1
468	용두사미가 안되서 다행이다. 여동생이 액션도 좋고 코믹해서 좋았다.	1
469	너무 재미있어요 ㅎㅎ 꼭보세요	1
470	남는시간에 편안한 극장에서 보기 좋아요나타샤 코가 매력적 ㅎㅎ	1
473	오프닝부터 소름돋아 나타샤 살려내...	1
474	시빌워 한 번 더 보고 다시 보러갈게요.	1
476	액션 ㄷㄷㄷㄷ위도우 죽은 후 개봉이라 좀 허무하긴함	1
477	너무 재밌게 잘 봤어요!	1
479	주인공의  액션이  아주 스펙타클 하고  동생의   연기도 훌륭 햇습니다	1
481	로건이 생각나는...이미 죽은걸 알고 보니 더 슬프다는	1
482	재밌게 잘 봤어요! 엄마 아빠, 여동생 모두 만족하는 영화 였네요. 평소 마블 영화 좋아하고 코로나 때문에 마블 영화가 개봉하지 못해서 아쉬웠는데 그 아쉬움을 달래주기에 너무 충분한 영화 였습니다. 마블에서 보기 드문 진지한 서사를 좋아하는 편인데 그래서 그런지 블랙위도우의 서사가 정말 마음에 들었고, 현대 사회문제와도 연관이 있어 의미 있는 히어로 영화라고 생각합니다! 배우분들을 말할 필요도 없이 모든 분들이 정말 연기력이며 매력이며 좋았습니다! 히어로 영화라기 보다는 서사있는 첩보영화 느낌이었어요. 본 시리즈 보는 느낌도 들더라구요! 캐릭터가 매력적이니 조금 아쉬운 부분도 커버가 됩니다! 다른 평 남기신 분들 읽어보니 적이 쉽게 제거되고 액션이 약하고, 등등 말씀하시는데 이건 마블의 고질적인 문제입니다~ 블랙위도우의 문제라기보다는 모두가 뭉치는 엔드게임 같은 시리즈와는 확실히 솔로무비들이 액션도 약하고 적이 쉽게 제거 되기도 하죠! 저는 이 영화를 블랙위도의 액션 !! 이렇게 보기보다는 로건이라는 영화처럼 나타샤 한 사람의 이야기를 본다고 생각하시면 더 재밌게 보실 수 있으실 겁니다! 앞으로의 마블 영화도 기대되네요 ㅎㅎ!!	1
483	이거 보는데 왜케 눈물이나냐ㅜㅜ애아빠라그런가...	1
484	최근에 봤던 마블 영화 중에 제일 재밌었음	1
486	나타샤 위험할때 헐크가 갑자기 나와서 다 때려부시고 감	1
488	기다리고 가다리던 마블 영화! 너무 재밌게 봐씀니다! 액션이....멍 때리고 봤네요..ㅎㅎ 너무 다 좋았지만....먼가가 마지막에는...너무 쉽게 처리된 느낌이 없잖아 있기도 해서 조금 아쉽네요..강한 임팩트가 없었달까..?그래도 올만에 너무 재밌게 본 영화였습니다!!!!(쿠키영상 꼭 보세요!!^^)	1
489	재미있었어용!	1
490	초반 너바나 Smells Like Teen Spirit OST 선택은 개쩔음.적당한 코믹요소도 좋았으며 스토리도 좋았음.	1
491	요한슨의 블랙위도우마지막 영화로는 좋았으나 마블영화로는 아쉬운 알바가 많은것같아 더낮은 점수로	0
492	우리가 그토록 기다린 나타샤의 이야기...	1
493	무엇 때문에 이렇게 개봉이 늦어졌는지 모르겠다ㅠㅠ	1
494	재밌음	1
496	여친이 마블 안좋아하는데 이거는 보자마자 재밌었다 했스빈다블랙위도우 .. 진짜 존예 ㅠㅠ	1
501	어벤저스 시리즈 개근 팬들을 위한 헌사	1
502	연출, 한마디로 꽝이다.  헐리웃에서 마블시리즈라는 간판으로 국내 보급사에게 끼워넣기를 강요하지 않고서야 이런 졸작을 상영했을리 없을 것이라는 상상이 들 정도로 정말 형편없는 영화다. 의도한 스토리에서 주는 감동도 없고 타임킬링용 재미도 없고 액션도 허접하고... 국내 관객수준이 세계적인 레벨이 있다는 것을 헐리웃은 아직도 모르고 있다. 내돈내고 봤으면 저녁 먹은거 체할뻔 했다. 시종일관 따분... 스칼렛 데려다가 이런 삼류영화나 찍을줄은 상상도 못했음.	0
503	결말을 알면서도 그저 놀랍고 대단할뿐이다 나타샤 보고싶다.ㅠㅠㅠ	1
504	영화가 매우 어둡고 우울하고 재미 없음.감독이 무엇을 말하려는지 마블 시리즈와 연결고리 역할도 전혀 없고...그 잘나고 잘난 어벤져스들이나 쉴드가 레드룸 하나 컨트롤 못하고 해치우지 못한것은 정말 아이러니...계획에 없던 인물들 시리즈를 낼러니 필력이 딸리고 스토리가 안나와서 정말 억지 춘향스럽게 만든 졸작.쿠키 자체도 어이없음. 클린튼 프랜시스가 죽인것도 아닌데 싸움 부추기는건 모지? 동생으로 한 편 더 찍으려고 그런건가?	0
505	너무 좋아요	1
506	오랜만의 마블영화. 기대가 많이 컸던 탓인지 조금은 실망했지만 그래도 마블이 마블했다 생각합니다.	1
507	재밌기만하구만	1
509	최고!	1
510	광고에서 평점에서 기대하고 봤는뎅...  그정도는 아닌듯..  마블펜이봐도 이건 좀...아닌듯.새로운 인물과의 케미가 그리...	0
511	담고 있는 의미도, 상업 영화로서의 재미도 너무너무 훌륭한 작품. 나타샤 로마노프란 사람에 대해 더 알고 싶어졌는데 이게 마지막 영화라니 정말 말도 안 된다고 생각해... (+ 기존 어벤져스 시리즈를 하나도 모르는 상태에서 봐도 이해가 어렵지 않아서 좋았다.)	1
512	마블은 기대안하고 보든 기대하고 보든 무조건 성공아닌가.피곤한데 보러가도 보자마자 집중되고 빠져드는 영화.기본 두세번은 봐야지 마블영화는 가기전에 전 시리즈 복습하고 가면 아주 나이스.위도우의 인간미를 볼 수 있었던 감동적인 영화였다.	1
513	결말을 아는 이야기라 몰입이 굉장했던 영화. 스칼렛 요한슨의 연기는 물론이고 액션씬도 빠지지 않고 챙겼음. 나타샤가 가지고 있는 부채감, 가족에 대한 생각 같은게 더 자세하게 다뤄져서 더 안타까웠다 지금 블랙위도우가 없다는게 … 쿠키 영상까지 완벽 했음	1
514	언제 봐도 멋진 바이크 액션~~!! 블랙위도우 짱~~!!	1
515	역시, 마블이 마블했다 !! 마지막 쿠키는 ..아... 꼭 그래야만 했니?	1
516	진짜 너무너무 재밌다ㅠㅠㅠ	1
517	마지막 솔로 영화까지 멋있는 캐릭터	1
518	마블에 마지막으오 출연하는 스칼렛 요한슨 때문인지 평점이 너무 높아요이 영화가 9점 대면 마블 인피니티워, 닥터스트레인지, 아이언맨, 캡틴아메리카는 10점대입니다8점대가 적당합니다 영화는 볼만합니다	0
519	오랜만의 마블영화이기도 하고 액션씬이 꽤나 쾌감있었다	1
520	저는 별로네요 하나도 재미없는 억지유머 남발에 마블 특유의 액션씬도 기대에 비해 떨어지고 무엇보다 요한슨의 다음을 잇는 배우가 정이 안가요.. 지루해서 보다가 나올 뻔	0
521	액션신이 정말 많고 화려하다	1
523	2편 기다릴게....	1
524	반전을 의도로 한 게 보엿지만, 개인적으로 너무나 예상 가능한 부분이 많았음. 중간에 지루한 장면 꽤나 많이 있었음. '블랙 위도우, 이렇게 끝났어야 했다' 시리즈 찍으면, 30분은 나올 듯. 어색한 연출과 cg는 집중을 깨기에 딱 좋았다.그저 좋았던 부분은 배우와 케릭터, 그리고 액션. 옐레나는 너무나도 매력적인 케릭터.결론. 그냥 집에서 3~6000원 주고 다운받아 볼걸...	0
525	보고 정말 벅찬 부분이 많았음 ost도 너무 좋았고 안좋았던 부분이 없음 나타샤 보고싶다	1
